Propriedade,Tags,Responsável,Projeto,Status,Prioridade,Prazo,Agrupando Por :,Tarefa principal,Descrição
Aplicativo PAF,"Acréscimo, Desconto, Faturamento",,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Itens Cancelados (Tarefas%2035631d51a2bd48b992678042ebb44814/Itens%20Cancelados%20af442d98a3454b7a866b454107885d89.csv), Retirada de Caixa (Tarefas%2035631d51a2bd48b992678042ebb44814/Retirada%20de%20Caixa%208c2420d570a94da4b03d085995500480.csv), Reforço de Caixa (Tarefas%2035631d51a2bd48b992678042ebb44814/Reforc%CC%A7o%20de%20Caixa%203e23911f86b24bf8af69037fb4f94806.csv), Volume de Vendas  (Tarefas%2035631d51a2bd48b992678042ebb44814/Volume%20de%20Vendas%20d4a270a8eb084ab088b253559a3eee55.csv), Tempo Médio de Processamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20de%20Processamento%20935f821789af465faeea9cd3e5706b4b.csv), Total de Vendas  (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Vendas%20da151f758ba64a3b82bf9cc09399bc6a.csv), Total de Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Acre%CC%81scimo%205f1034df20594202b44ab46d745c8802.csv), Total de Descontos (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Descontos%202c03f50126b3460dbef2e2314571e250.csv), Total de Cupons Cancelados (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Cupons%20Cancelados%200680b0e4e08640d9a0669212ecd96687.csv), Notas Fiscais Emitidas (Tarefas%2035631d51a2bd48b992678042ebb44814/Notas%20Fiscais%20Emitidas%20660f78b6244b4a97b02e015ce1dd3019.csv)",Módulo Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Mo%CC%81dulo%20Venda%2019211818d4ab4c7eac5f69bcd9fe9f2e.csv),
Itens Cancelados,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%205de9e700d5284e4bbb9f26a1f32fac57.csv), Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%209759cae731f64de1850b1615c1b4de84.csv)",Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),Número de produtos lançados nas vendas que posteriormente foram cancelados.
Retirada de Caixa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%20e172c9bcedeb44d2a00e3686a9328f4e.csv),Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),Total das retiradas não programadas de valores do caixa(sangrias).
Reforço de Caixa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%20f4de25a9ead14036a16d52edea47b82b.csv),Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),Valores inseridos no caixa que não foram originados por vendas registradas.
"Volume de Vendas ",,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20147a5ac71c63481da416b1d98b35434a.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%20087266640ef343afb025be4a337df75c.csv), Por Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Produto%20a42a34d9c5cb4666ae7a8cad46bde5bc.csv), Por Categoria  (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Categoria%2052a1f8e32f4d49faad885b55a15cc50d.csv), Por Grupo (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Grupo%204e3ae0092b334c5e9cd211077d2be54d.csv)",Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),
Tempo Médio de Processamento,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%207dfbe0d5870042c9a60e7cfe3e5a4143.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%20e5525d5103b348a8b087a9819cbf6b44.csv)",Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),Média de tempo entre o início da transação e sua conclusão.
"Total de Vendas ",,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%200dc816337ddb4bfba9909a1665db7331.csv), Por Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Produto%20cc6805c2892240dfb26eb5ac5f7c04fa.csv), Por Categoria de Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Categoria%20de%20Produto%20eca5e516938949b08da7f6510eee0363.csv), Por Grupo de Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Grupo%20de%20Produto%204d235a76fbf143ccae671c73cc32a3dc.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%20285398dc52d94832b2133130ca9d932f.csv)",Aplicativo PAF (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20PAF%2074ff8198c4f145b889b8b6686f5d6b1c.csv),Valor total das vendas realizadas no período.
Aplicativo Crédito de Cliente,Desconto,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Crédito Devido (Tarefas%2035631d51a2bd48b992678042ebb44814/Cre%CC%81dito%20Devido%2048d8e61c6c6f4e92802304e140e4967d.csv), Créditos Gerados (Tarefas%2035631d51a2bd48b992678042ebb44814/Cre%CC%81ditos%20Gerados%20e62b230574be44e6a102a3ee639e0589.csv), Valor Médio de Crédito (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Me%CC%81dio%20de%20Cre%CC%81dito%2042a5c4499b6a4facb664deb43f21fe56.csv), Duração Média do Crédito (Tarefas%2035631d51a2bd48b992678042ebb44814/Durac%CC%A7a%CC%83o%20Me%CC%81dia%20do%20Cre%CC%81dito%208dddf8387c274f1c9d7e203d5507cb59.csv), Taxa de Utilização de Crédito (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Utilizac%CC%A7a%CC%83o%20de%20Cre%CC%81dito%20e37f7a50d59043c88f193706c3fc60d4.csv), Créditos Pagos (Tarefas%2035631d51a2bd48b992678042ebb44814/Cre%CC%81ditos%20Pagos%20023e29c372d442aa834ea79e47c37b2d.csv), Créditos Cancelados (Tarefas%2035631d51a2bd48b992678042ebb44814/Cre%CC%81ditos%20Cancelados%2078a97ad3f1444064aacafff40ad39bde.csv)",Módulo Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Mo%CC%81dulo%20Venda%2019211818d4ab4c7eac5f69bcd9fe9f2e.csv),
Crédito Devido,,,,Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%2084a4308282f64b848dc6a57f0152e4e6.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%202341b3b5e39b4dc0930dda247c70916d.csv)",,Valor total de crédito devido a clientes no período.
Créditos Gerados,,,,Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20f3586fbc4fe1441db7c63677f4d0bc8e.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%202b0e6c66e3224b158f9c099e2555dee3.csv)",,Número de créditos que foram emitidos para clientes no período.
Valor Médio de Crédito,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20644848a930844fb7b79d39bd55d1ce3d.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%2018f6cf4f25904a259b8d51bb481aaeed.csv)",Aplicativo Crédito de Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Cre%CC%81dito%20de%20Cliente%207f2ceec7a40740a2bc8a732de69e2036.csv),Valor médio dos créditos emitidos para os clientes.
Duração Média do Crédito,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20ce72aa24d1724c25912ba0d5659be31a.csv),Aplicativo Crédito de Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Cre%CC%81dito%20de%20Cliente%207f2ceec7a40740a2bc8a732de69e2036.csv),Tempo médio para quitar um crédito em haver de cliente.
Taxa de Utilização de Crédito,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Cliente%200123fd2503554f89ad9cdd764fe59bf5.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%202cb2c474704743bebc56d67341385381.csv)",Aplicativo Crédito de Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Cre%CC%81dito%20de%20Cliente%207f2ceec7a40740a2bc8a732de69e2036.csv),Proporção de créditos em haver que foram efetivamente utilizados pelos clientes.
Aplicativo Tabela de Preço,"Acréscimo, Desconto",,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Média de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Me%CC%81dia%20de%20Lucro%20cfa4873428964f49b47cb5603d60c0f6.csv), Número de Transações (Tarefas%2035631d51a2bd48b992678042ebb44814/Nu%CC%81mero%20de%20Transac%CC%A7o%CC%83es%2000731754cc534fab8f1af797a76feea1.csv), Adoção de Novas Tabelas de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Adoc%CC%A7a%CC%83o%20de%20Novas%20Tabelas%20de%20Prec%CC%A7o%20cc4e952d916245b1b8c8d0a72904109d.csv), Taxa de Retenção de Clientes por Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Retenc%CC%A7a%CC%83o%20de%20Clientes%20por%20Tabela%20de%20Prec%CC%A7%2081550592ad1645f9ba69cc3c7cb5a0db.csv), Tempo Médio para Atualização de Tabelas de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20para%20Atualizac%CC%A7a%CC%83o%20de%20Tabelas%20de%20Prec%20d0d9c7d9eb0a48c8982e58002ffb6114.csv), Valor Vitalício do Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Vitali%CC%81cio%20do%20Cliente%20068b414e1b324d0b8da46d5c1526d8df.csv), Desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Desconto%20dea10556d0a14f0ea9f69a5d97025554.csv), Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Acre%CC%81scimo%202856e56e4a844347a94695cf20fcf6cf.csv), Clientes Com Tabela de preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20Com%20Tabela%20de%20prec%CC%A7o%209c044f8e06a748ed8755b95315fbb7e7.csv)",Módulo Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Mo%CC%81dulo%20Venda%2019211818d4ab4c7eac5f69bcd9fe9f2e.csv),
Média de Lucro,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Produto/Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Produto%20Servic%CC%A7o%200df88878463c4e5dbe02a1380b98826b.csv), Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20d898ae6cfbbb4a7daea43ec39a0c3c4f.csv), Por Tipo de Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Tipo%20de%20Venda%2073f19536c43f4d70a1754d732a3643e4.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%20ecd229477bba417898704971c238efae.csv), Sem título (Tarefas%2035631d51a2bd48b992678042ebb44814/Sem%20ti%CC%81tulo%20c2bdafc94e3d46e08421d680a96b5e5c.csv)",Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),Média de lucro obtido por cada tabela de preço criada.
Número de Transações,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%204ccb79b16994404baef3b263dcb4f7a0.csv), Por Produto/Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Produto%20Servic%CC%A7o%20e4a8ab52043e4ebc83ec00eec86f5590.csv), Por Tipo de Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Tipo%20de%20Venda%2035afbbb60b0a43b8a90b402487c5e75f.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%208fc19f097e7b4948bc0732fdf8439add.csv)",Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),Número total de transações de vendas realizadas sob cada tabela de preço.
Adoção de Novas Tabelas de Preço,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),Utilização das novas tabelas de preço criadas pela empresa.
Taxa de Retenção de Clientes por Tabela de Preço,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Produto/Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Produto%20Servic%CC%A7o%209eca3c8a73cc452d822d3f28cd763903.csv), Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Cliente%20c49ed724f88041e1a2e5ef771bb7fe83.csv)",Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),"Percentual de clientes que continuam comprando utilizando a mesma tabela de preço. "
Tempo Médio para Atualização de Tabelas de Preço,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%20bd91a392ed03493f904fd7d8f611529f.csv),Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),Tempo médio entre as atualizações das tabelas de preço.
Valor Vitalício do Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Aplicativo Tabela de Preço (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Tabela%20de%20Prec%CC%A7o%20d4498b437a2042359886aa8679029e15.csv),Valor vitalício estimado de clientes associados a diferentes tabelas de preço
Aplicativo Markup,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Índice Médio  (Tarefas%2035631d51a2bd48b992678042ebb44814/I%CC%81ndice%20Me%CC%81dio%20cd45f207b7c642ec856ff15281b3c0e9.csv),  Abaixo do Markup desejado (Tarefas%2035631d51a2bd48b992678042ebb44814/Abaixo%20do%20Markup%20desejado%20a7de7128496047ad8bc93290ac1363ba.csv), Acima do Markup desejado (Tarefas%2035631d51a2bd48b992678042ebb44814/Acima%20do%20Markup%20desejado%20389939462aba4da9a2b58f352f32d518.csv), Margem de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Margem%20de%20Lucro%20a76a822247d344eba6b76625e069821d.csv), Taxa de Retenção de Clientes (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Retenc%CC%A7a%CC%83o%20de%20Clientes%201824d494cdcc4781a78a4dcc2ccfd664.csv), Variação (Tarefas%2035631d51a2bd48b992678042ebb44814/Variac%CC%A7a%CC%83o%200a49be34818f4265833af2ad88176868.csv), Vendas por Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Vendas%20por%20Markup%2084654265d72a4c6ca879c617c3101559.csv), Excluídos (Tarefas%2035631d51a2bd48b992678042ebb44814/Exclui%CC%81dos%2046cb323c469141b0ae8dbb35c4beed2c.csv)",Módulo Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Mo%CC%81dulo%20Venda%2019211818d4ab4c7eac5f69bcd9fe9f2e.csv),
"Índice Médio ",,,,Não iniciado,,,"Por Grupo (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Grupo%208f6d3a779bd24760be5da6f7b553eba7.csv), Por Categoria (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Categoria%20b57b118975d942dd88185426737d687e.csv), Por Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Produto%208e917a5d59d043bca6a1d1b8db09ca17.csv)",,Margem média entre o custo de aquisição ou produção dos produtos e o preço de venda.
" Abaixo do Markup desejado",,,,Não iniciado,,,"Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Produto%20cd98911d37f64e07955379fb0d6077d2.csv), Grupo (Tarefas%2035631d51a2bd48b992678042ebb44814/Grupo%204fe937e403e849cdb3e02dd56eca4717.csv), Categoria (Tarefas%2035631d51a2bd48b992678042ebb44814/Categoria%2035249cdd7b1e46e3a45347c1eeea8815.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%204f7180896ea842e88f6f92be8630a2ac.csv)",,Produtos ou serviços estão sendo vendidos com uma margem de markup abaixo do índice desejado.
Acima do Markup desejado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Produto%206042190320c64be5a10334fe23c8cb58.csv), Grupo (Tarefas%2035631d51a2bd48b992678042ebb44814/Grupo%20240414172cbd453d8d2e79a27ad671c0.csv), Categoria (Tarefas%2035631d51a2bd48b992678042ebb44814/Categoria%2080ca78b724984033aae97e095d49d0bd.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%20cdff45640e514eefabc88e2da543796b.csv)",Aplicativo Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Markup%20d24540291e3444bd8674cd1b9d0f6458.csv),Produtos ou serviços estão sendo vendidos com uma margem de markup acima do nível desejado
Margem de Lucro,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Produto (Tarefas%2035631d51a2bd48b992678042ebb44814/Produto%2035fe1f721df740de8ee6e1570b8a4212.csv), Grupo (Tarefas%2035631d51a2bd48b992678042ebb44814/Grupo%20d6f94f38d6ea47ada3454328fecc32c7.csv), Categoria (Tarefas%2035631d51a2bd48b992678042ebb44814/Categoria%2065725cc6bd194168ae14eb4afc2901f1.csv), Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%20e64b5c1638f141a99a7436539ac73ecd.csv)",Aplicativo Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Markup%20d24540291e3444bd8674cd1b9d0f6458.csv),Margem de lucro resultante do markup aplicado aos produtos ou serviços
Taxa de Retenção de Clientes,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Aplicativo Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Markup%20d24540291e3444bd8674cd1b9d0f6458.csv),Percentual de retenção de clientes em relação aos diferentes índices de markup aplicados.
Variação,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Aplicativo Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Markup%20d24540291e3444bd8674cd1b9d0f6458.csv),Variação do índice markup no período.
Vendas por Markup,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Funciona%CC%81rio%208981b436da5749918853e1032de2383d.csv), Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Cliente%203945c3128abc40cf8a04ce185dbaec3d.csv)",Aplicativo Markup (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20Markup%20d24540291e3444bd8674cd1b9d0f6458.csv),Valor total das vendas associadas a diferentes índices de markup.
Aplicativo Mecânica,"Acréscimo, Desconto, Faturamento, Frete, Garantia",,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Volume de Serviços Realizados (Tarefas%2035631d51a2bd48b992678042ebb44814/Volume%20de%20Servic%CC%A7os%20Realizados%204b88d560763640438e14355355f098d5.csv), Tempo Médio de Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20de%20Servic%CC%A7o%20a2614f94eef9428894007c9768009be9.csv), Total de Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Frete%20fbfa710331e04687b5daf256a0c559d8.csv), Total de Desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Desconto%201caa131131d349c6bdcce7af9f082086.csv), Total de Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Acre%CC%81scimo%20455c943bf5c74991857169920769c191.csv), Taxa de Ocupação da Oficina (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocupac%CC%A7a%CC%83o%20da%20Oficina%20b19f8f3962e54a5685b82f4a31118cf0.csv), Retorno de Veículos (Tarefas%2035631d51a2bd48b992678042ebb44814/Retorno%20de%20Vei%CC%81culos%20ffd80a955a994c8da461d5c4680d4ff9.csv), Receita Média  (Tarefas%2035631d51a2bd48b992678042ebb44814/Receita%20Me%CC%81dia%20a94c8991ab464a698134d48e849002ee.csv), Conversação de Orçamentos em Ordens de Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Conversac%CC%A7a%CC%83o%20de%20Orc%CC%A7amentos%20em%20Ordens%20de%20Servic%CC%A7o%204d3643fcf81549899356bba6f0518c25.csv), Serviços fora do Prazo (Tarefas%2035631d51a2bd48b992678042ebb44814/Servic%CC%A7os%20fora%20do%20Prazo%20a764be5d93d6430cad8c7b762c999bb9.csv), Total de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Lucro%20de5d7bcae0b24d30a302eb11a3adf5a2.csv), Serviços Sem Placa Informada (Tarefas%2035631d51a2bd48b992678042ebb44814/Servic%CC%A7os%20Sem%20Placa%20Informada%20c32c15431bde47d69d595e9e337b7610.csv), Total de Ordens de Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Ordens%20de%20Servic%CC%A7o%20c7771d5ce2ce463ead2e74ef489d7f46.csv), Clientes sem Número de Celular (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20sem%20Nu%CC%81mero%20de%20Celular%20b80a0e788afa48d092dedbd562fd2fa5.csv), Clientes sem Email cadastrado (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20sem%20Email%20cadastrado%2063b6444a7a7f42619b1741fd5c7e532c.csv), Clientes sem Contato informado (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20sem%20Contato%20informado%20c93e3c4255cb42f8814cb3ae718fb3d8.csv), Clientes sem Consulta ao SPC (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20sem%20Consulta%20ao%20SPC%20fad5575da5ce455e863bb6af0cfb6f96.csv), Clientes sem limite de desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Clientes%20sem%20limite%20de%20desconto%20a354160e250542b0a92c9d57e6ca0262.csv), Serviços sem Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Servic%CC%A7os%20sem%20Funciona%CC%81rio%20315415ba377c40f7a91ab27165be2faa.csv)",Módulo Venda (Tarefas%2035631d51a2bd48b992678042ebb44814/Mo%CC%81dulo%20Venda%2019211818d4ab4c7eac5f69bcd9fe9f2e.csv),
Volume de Serviços Realizados,,,,Não iniciado,,,"Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%205e5ab9fe81b34cfa84c826ac9f12bcaa.csv), Por Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Servic%CC%A7o%20920a216d2f97449e8237a6fe8732d29a.csv), Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20261563d7fed4499c99c47579ba4e7c9d.csv), Por Placa (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Placa%200a3be6205c134d58a8488469e3d09f9c.csv)",,Número de serviços realizados no período.
Tempo Médio de Serviço,,,,Não iniciado,,,"Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%2075c137b0c6504876b267b20bea06ef85.csv), Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20d019f1abc5ec465484f4d5fc65bd2c2e.csv), Por Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Servic%CC%A7o%20d4e1e705904941d6a5e7d463d08962bb.csv), Por Placa (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Placa%20bcad0a8910634f3d81c7a45aed826056.csv)",,Tempo médio para a conclusão de uma ordem de serviço.
